timestamp,dose
2008-12-08 19:09:26,13.87387387
2008-12-28 11:28:00,13.65765766
2008-12-19 21:35:18,16.10810811
2008-12-05 06:23:02,16.54054054
2009-01-05 13:14:05,16.68468468
2009-01-13 15:00:09,13.51351351
2009-02-17 10:37:37,15.89189189
2009-01-27 05:59:10,15.81981982
2009-02-02 07:18:43,13.2972973
2009-03-02 13:30:00,13.58558559
2009-03-12 15:42:35,15.6036036
2009-03-28 07:08:07,13.00900901
2009-04-18 23:53:12,12.57657658
2009-04-12 22:33:38,15.24324324
2009-05-20 18:50:53,11.92792793
2009-06-30 03:41:16,12.14414414
2009-06-17 00:48:53,12.36036036
2009-07-25 21:19:23,14.66666667
2009-06-28 03:14:45,14.81081081
2009-06-14 12:15:44,15.24324324
2009-05-24 19:43:55,15.31531532
2009-05-03 15:05:28,15.17117117
2009-07-21 20:26:21,11.42342342
2009-08-20 02:50:53,12
2009-08-18 14:30:59,14.45045045
2009-07-17 19:33:18,8.900900901
2009-07-06 05:00:49,7.675675676
2009-06-09 11:09:26,8.18018018
2009-05-03 15:05:28,10.41441441
2009-05-13 17:18:03,12.07207207
2009-03-15 16:22:22,11.56756757
2009-03-12 03:35:58,13.15315315
2009-01-07 13:40:36,10.05405405
2008-12-15 20:42:15,10.99099099
2009-03-25 06:28:20,16.54054054
2009-04-23 12:52:52,16.75675676
2009-05-02 14:52:12,13.08108108
2009-08-06 11:51:52,12.07207207
2009-08-08 00:11:46,14.52252252
2009-07-18 07:39:56,12.36036036
2009-04-09 21:53:52,10.99099099
2009-06-19 13:22:02,9.837837838
2009-02-13 09:44:35,11.63963964
2009-06-05 10:16:24,14.23423423
2009-05-30 08:56:51,12.72072072
2009-08-08 00:11:46,10.48648649
2009-01-18 16:06:27,11.85585586
2009-02-16 10:24:21,13.2972973
2009-03-03 13:43:15,15.6036036
2009-03-14 16:09:06,6.954954955
2009-03-22 17:55:11,6.882882883
2009-03-22 05:48:33,9.693693694
2009-03-04 01:49:53,9.765765766
2009-07-08 05:27:20,14.01801802
2009-06-27 03:01:29,14.23423423
2009-06-17 00:48:53,14.23423423
2009-06-05 10:16:24,14.23423423
2009-05-20 06:44:15,14.45045045
2009-05-03 15:05:28,15.17117117
2009-04-28 13:59:10,15.24324324
2009-04-28 13:59:10,15.24324324
2009-04-16 23:26:41,15.45945946
2009-04-24 00:59:30,14.81081081
2009-03-27 19:01:29,15.53153153
2009-03-23 18:08:27,15.24324324
2009-04-03 20:34:18,14.88288288
2009-04-09 09:47:14,13.65765766
2009-02-09 08:51:32,13.72972973
2009-01-16 15:39:56,15.45945946
2009-01-03 00:40:56,15.53153153
2008-12-17 21:08:47,13.87387387
